No.     Time           Source                Destination           Protocol Length Info
     17 0.004299748    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=2449 Win=35072 Len=0 TSval=505018878 TSecr=422126682
     18 0.004321723    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=3897 Win=37888 Len=0 TSval=505018878 TSecr=422126682
     19 0.004891742    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=5345 Win=40832 Len=0 TSval=505018878 TSecr=422126682
     20 0.004937086    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=16929 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     21 0.004941945    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=18377 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     22 0.004943113    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=19825 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     23 0.004944303    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=21273 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     24 0.004945561    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=22721 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     25 0.004946825    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=24169 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     26 0.004954784    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=6793 Win=43776 Len=0 TSval=505018878 TSecr=422126682
     27 0.004968465    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=8241 Win=46592 Len=0 TSval=505018878 TSecr=422126682
     28 0.005231376    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=25617 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     29 0.005238258    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=27065 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     30 0.006224340    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=9689 Win=49536 Len=0 TSval=505018878 TSecr=422126682
     31 0.006243636    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=11137 Win=52480 Len=0 TSval=505018878 TSecr=422126682
     32 0.006264193    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=28513 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     33 0.006268958    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=29961 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     34 0.006270390    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=31409 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     35 0.006271677    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=32857 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     36 0.006273527    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=34305 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     37 0.006274894    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=35753 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     38 0.006281673    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=12585 Win=55296 Len=0 TSval=505018878 TSecr=422126682
     39 0.006288786    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=14033 Win=58240 Len=0 TSval=505018878 TSecr=422126682
     40 0.006298909    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=37201 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     41 0.006300969    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=38649 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     42 0.006525108    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=40097 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     43 0.006531689    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=41545 Ack=1 Win=29312 Len=1448 TSval=422126682 TSecr=505018878
     44 0.006748176    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=15481 Win=61056 Len=0 TSval=505018878 TSecr=422126682
     45 0.006777465    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=42993 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018878
     46 0.006780535    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=44441 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018878
     47 0.006786514    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=16929 Win=64000 Len=0 TSval=505018878 TSecr=422126682
     48 0.006795674    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=18377 Win=66944 Len=0 TSval=505018878 TSecr=422126682
     49 0.006801770    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=19825 Win=69760 Len=0 TSval=505018878 TSecr=422126682
     50 0.006811742    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=21273 Win=72704 Len=0 TSval=505018879 TSecr=422126682
     51 0.006825099    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=45889 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     52 0.006827260    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=47337 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     53 0.006992470    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=48785 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     54 0.006996332    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=50233 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     55 0.007247418    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=51681 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     56 0.007250917    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=53129 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     57 0.007486783    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=54577 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     58 0.007490498    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=56025 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     59 0.007999650    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=22721 Win=75648 Len=0 TSval=505018879 TSecr=422126682
     60 0.008010525    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=24169 Win=78464 Len=0 TSval=505018879 TSecr=422126682
     61 0.008015258    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=25617 Win=81408 Len=0 TSval=505018879 TSecr=422126682
     62 0.008019939    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=27065 Win=84224 Len=0 TSval=505018879 TSecr=422126682
     63 0.008024106    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=28513 Win=87168 Len=0 TSval=505018879 TSecr=422126682
     64 0.008037827    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=57473 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     65 0.008040653    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=58921 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     66 0.008042075    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=60369 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     67 0.008043295    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=61817 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     68 0.008048301    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=29961 Win=90112 Len=0 TSval=505018879 TSecr=422126682
     69 0.008249599    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=63265 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     70 0.008253141    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=64713 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     71 0.008522519    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=66161 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     72 0.008526329    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=67609 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     73 0.008527750    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=69057 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     74 0.008746467    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=31409 Win=92928 Len=0 TSval=505018879 TSecr=422126682
     75 0.008755313    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=32857 Win=95872 Len=0 TSval=505018879 TSecr=422126682
     76 0.008759633    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=34305 Win=98816 Len=0 TSval=505018879 TSecr=422126682
     77 0.008766017    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=35753 Win=101632 Len=0 TSval=505018879 TSecr=422126682
     78 0.008770472    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=37201 Win=104576 Len=0 TSval=505018879 TSecr=422126682
     79 0.008778163    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=70505 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     80 0.008788266    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=38649 Win=107392 Len=0 TSval=505018879 TSecr=422126682
     81 0.009019688    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=71953 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     82 0.009023598    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=73401 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     83 0.009248328    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=40097 Win=110336 Len=0 TSval=505018879 TSecr=422126682
     84 0.009257511    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=41545 Win=113280 Len=0 TSval=505018879 TSecr=422126682
     85 0.009262150    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=42993 Win=116096 Len=0 TSval=505018879 TSecr=422126682
     86 0.009268902    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=74849 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     87 0.009271731    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=76297 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     88 0.009518399    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=44441 Win=119040 Len=0 TSval=505018879 TSecr=422126683
     89 0.009529144    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=77745 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     90 0.009531880    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=79193 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     91 0.009533301    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=80641 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     92 0.009537244    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=45889 Win=121984 Len=0 TSval=505018879 TSecr=422126683
     93 0.009543056    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=47337 Win=124800 Len=0 TSval=505018879 TSecr=422126683
     94 0.009747323    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=82089 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     95 0.009981421    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=48785 Win=127744 Len=0 TSval=505018879 TSecr=422126683
     96 0.009992584    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=50233 Win=130560 Len=0 TSval=505018879 TSecr=422126683
     97 0.009999075    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=51681 Win=133504 Len=0 TSval=505018879 TSecr=422126683
     98 0.010006693    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=83537 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
     99 0.010009740    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=84985 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    100 0.010015170    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=53129 Win=136448 Len=0 TSval=505018879 TSecr=422126683
    101 0.010021795    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=54577 Win=139264 Len=0 TSval=505018879 TSecr=422126683
    102 0.010027437    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=56025 Win=142208 Len=0 TSval=505018879 TSecr=422126683
    103 0.010236677    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=86433 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    104 0.010241663    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=87881 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    105 0.010490729    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=89329 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    106 0.010494782    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=90777 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    107 0.010735324    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=92225 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    108 0.010739033    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=93673 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    109 0.011003416    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=57473 Win=145152 Len=0 TSval=505018879 TSecr=422126683
    110 0.011031356    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=95121 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    111 0.011034373    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=96569 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    112 0.011035650    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=98017 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    113 0.011041536    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=58921 Win=147968 Len=0 TSval=505018879 TSecr=422126683
    114 0.011049833    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=60369 Win=150912 Len=0 TSval=505018879 TSecr=422126683
    115 0.011055147    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=61817 Win=153728 Len=0 TSval=505018880 TSecr=422126683
    116 0.011064039    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=63265 Win=156672 Len=0 TSval=505018880 TSecr=422126683
    117 0.011069390    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=64713 Win=159616 Len=0 TSval=505018880 TSecr=422126683
    118 0.011232691    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=99465 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    119 0.011483646    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=66161 Win=162432 Len=0 TSval=505018880 TSecr=422126683
    120 0.011490549    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=67609 Win=165376 Len=0 TSval=505018880 TSecr=422126683
    121 0.011495589    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=69057 Win=168320 Len=0 TSval=505018880 TSecr=422126683
    122 0.011501180    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=100913 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    123 0.011503183    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=102361 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    124 0.011504471    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=103809 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    125 0.011744772    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=70505 Win=171136 Len=0 TSval=505018880 TSecr=422126683
    126 0.011753784    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=71953 Win=174080 Len=0 TSval=505018880 TSecr=422126683
    127 0.011758650    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=73401 Win=176896 Len=0 TSval=505018880 TSecr=422126683
    128 0.011767503    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=105257 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    129 0.011770121    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=106705 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    130 0.011983461    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=108153 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    131 0.011985601    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=109601 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    132 0.012230952    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=74849 Win=179840 Len=0 TSval=505018880 TSecr=422126683
    133 0.012237737    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=76297 Win=182784 Len=0 TSval=505018880 TSecr=422126683
    134 0.012241319    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=77745 Win=185600 Len=0 TSval=505018880 TSecr=422126683
    135 0.012244463    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=79193 Win=185856 Len=0 TSval=505018880 TSecr=422126683
    136 0.012249094    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=111049 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    137 0.012251081    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=112497 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    138 0.012513166    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=80641 Win=185856 Len=0 TSval=505018880 TSecr=422126683
    139 0.012521968    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=82089 Win=185856 Len=0 TSval=505018880 TSecr=422126683
    140 0.012530054    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=113945 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    141 0.012532659    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=115393 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    142 0.012745327    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=116841 Ack=1 Win=29312 Len=1448 TSval=422126683 TSecr=505018879
    143 0.012755025    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=118289 Ack=1 Win=29312 Len=1448 TSval=422126684 TSecr=505018879
    144 0.013019612    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=83537 Win=185856 Len=0 TSval=505018880 TSecr=422126683
    145 0.013027996    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=84985 Win=185856 Len=0 TSval=505018880 TSecr=422126683
    146 0.013031564    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=86433 Win=185856 Len=0 TSval=505018880 TSecr=422126683
    147 0.013035055    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=87881 Win=185856 Len=0 TSval=505018880 TSecr=422126683
    148 0.013040533    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=119737 Ack=1 Win=29312 Len=1448 TSval=422126684 TSecr=505018879
    149 0.013043242    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=121185 Ack=1 Win=29312 Len=1448 TSval=422126684 TSecr=505018879
    150 0.013047687    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=89329 Win=185856 Len=0 TSval=505018880 TSecr=422126683
    151 0.013053967    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=90777 Win=185856 Len=0 TSval=505018880 TSecr=422126683
    152 0.013248335    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=122633 Ack=1 Win=29312 Len=1448 TSval=422126684 TSecr=505018879
    153 0.013251867    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=124081 Ack=1 Win=29312 Len=1448 TSval=422126684 TSecr=505018879
    154 0.013501512    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=125529 Ack=1 Win=29312 Len=1448 TSval=422126684 TSecr=505018879
    155 0.013504929    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=126977 Ack=1 Win=29312 Len=1448 TSval=422126684 TSecr=505018879
    156 0.013733629    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=92225 Win=185856 Len=0 TSval=505018880 TSecr=422126683
    157 0.013740050    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=93673 Win=185856 Len=0 TSval=505018880 TSecr=422126683
    158 0.013746782    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=128425 Ack=1 Win=29312 Len=1448 TSval=422126684 TSecr=505018879
    159 0.013759493    192.168.0.18          192.168.0.3           TCP      1514   56676 → 1234 [ACK] Seq=129873 Ack=1 Win=29312 Len=1448 TSval=422126684 TSecr=505018880
    160 0.013997507    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=95121 Win=185856 Len=0 TSval=505018880 TSecr=422126683
    161 0.014005687    192.168.0.3           192.168.0.18          TCP      66     1234 → 56676 [ACK] Seq=1 Ack=96569 Win=185856 Len=0 TSval=505018880 TSecr=422126683
